Date,LOW/eps/beta,HIGH/eps/beta,LOW/sps/beta,HIGH/sps/beta,LOW/prof_mar/beta,HIGH/prof_mar/beta,LOW/roic/beta,HIGH/roic/beta,LOW/ninc/beta,HIGH/ninc/beta,LOW/cfo/beta,HIGH/cfo/beta,LOW/cf/beta,HIGH/cf/beta,LOW/sg/beta,HIGH/sg/beta,LOW/mom/beta,HIGH/mom/beta,LOW/cfni/beta,HIGH/cfni/beta,LOW/art/beta,HIGH/art/beta,LOW/goodwill/beta,HIGH/goodwill/beta,LOW/leve/beta,HIGH/leve/beta,LOW/quick/beta,HIGH/quick/beta,LOW/a_turn/beta,HIGH/a_turn/beta
1990-04-30,,,-0.9999536526506166,0.7843574446400894,-0.19129608834680994,0.2606239062076154,,,0.7329058640831391,0.23916663211507594,,,,,-0.6204415110021755,-0.3710350997811234,-0.2872361287860814,-0.03568589547892011,-0.11377791998914555,0.3027694320826056,,,,,-0.19846884000333959,-0.09061035266466247,-0.04318186602392301,0.21129061680737005,,
1990-05-31,,,-0.8546329118384945,-0.5765867017826445,0.32574363891769226,0.028740323037475403,,,0.9151587751526651,0.7448957899635714,,,,,-0.8572110026107577,0.41438257861321437,-0.032583647261610754,0.3135753751188496,-0.01226848441173464,0.13384704480648188,,,,,-0.6032065347694661,-0.19754813371540436,0.31416479513207585,0.2954689005548279,,
1990-06-30,,,-0.7637782110278022,0.7648442103653261,0.24826309990590437,0.2558382216116225,,,0.5951446970599258,0.7203798722197773,,,,,0.21445191853641912,-0.6860976357066516,-0.012768815659519796,0.16738651010190614,-0.1519048884697935,-0.15984339549961432,,,,,-0.48617730719993035,0.016737497180913902,0.009617061308003189,0.21965069171881418,,
1990-07-31,0.9998036813753262,0.34970001620584845,-0.8973441546360401,-0.7271781702512653,-0.09215495483499193,0.17885078934097273,-0.5101320965616287,-0.10287357270694618,-0.3965504691945925,-0.08298532035519628,,,0.2828750080305624,0.12281110066974703,-0.3671027196231623,0.3379757112754492,-0.2139663900949887,-0.10959341407599324,-0.06310805432919346,-0.06253471024699643,-0.19823609854910754,0.3575757036758347,,,0.29164521130170035,0.09965431021008288,-0.06738425536796265,-0.06800708496150216,-0.02449541587272815,0.03336127018159245
1990-08-31,-0.27549047214671596,0.19836708416897325,0.12812392419644808,0.8662322857114889,0.20970177511477334,0.1013280899626437,0.6564726408701707,0.5745594782128993,0.6484211706115065,0.7333980603333132,,,-0.5962962261328416,0.4763109630733968,0.447960390775186,-0.14776113182816777,0.08249521182587906,0.1458045467583914,0.1324430814687957,0.04773765082131481,0.4051025359471514,-0.3735952416390966,,,-0.409444103589681,-0.19661398941280678,0.09805571422447495,0.11406497548820507,0.33650605047763543,-0.10092377053187093
1990-09-30,-0.5757883988674445,0.29006841141862655,-0.9379104629864146,-0.7289078776624685,0.13800834344489074,0.2662337816700221,-0.8936578646599175,-0.5889878670520793,-0.15381860817885926,-0.36414866028572623,,,0.20073534193810547,-0.3790982754271787,-0.6827121214005315,-0.004196801728733829,0.07924532136557591,0.37975374830523384,0.07479255427007114,-0.5645261159163228,-0.40290804979528344,0.0776199011824295,,,0.033391137678242394,-0.22186795552491928,0.004588743536131294,0.15929757509052936,0.6142533471100321,-0.14355043709841828
1990-10-31,0.9865105782031115,0.5335020125516003,0.7347900400741442,0.517081472628353,0.018146617807882966,0.20611885015685608,0.4036481292182047,-0.0019440103256667864,0.22724765657397983,0.5536989196476474,,,0.02959477286292355,-0.09483563961737392,0.3866881688271296,-0.04394107369224686,0.1367728203530916,0.15061108089606418,-0.16692823201958595,-0.12833321979760637,0.14457359288747684,-0.013259338057076383,,,-0.09184733211865839,-0.08408106319133538,-0.35334236734677066,0.0772953114981079,-0.13220569869110235,-0.22113207111936056
1990-11-30,0.830492756555677,-0.03564749081784295,0.3884879254540919,0.4230509303226793,0.025045031747349015,0.16035426943795683,-0.029075080912823983,0.11568601912332346,0.4388174365013777,0.1315603133924548,,,0.05588642508945397,0.1043317244804153,0.44167823906193443,0.2299203521025902,0.0409847841779899,-0.17589569376998992,-0.27196774149467146,0.0004349771679025356,-0.09340580852378254,0.04039370933000069,,,-0.3602068589957487,-0.17863312619519806,0.1850601193897586,0.21463924947848723,-0.05815876525867194,0.028840694955847852
1990-12-31,-0.796082105820879,-0.4470191453415129,0.789357607597814,-0.3549287736236239,0.07992624682297508,-0.179081368420503,-0.6097086414939391,0.687159807873095,0.18370338792078225,-0.21604376796005206,,,0.15310735062811306,-0.41093952223898483,0.035079949872636206,0.272833495184942,-0.2332351105343849,0.11405503813346492,-0.21229316008577986,0.009898686107227363,0.21299118975659567,-0.10454132512982951,,,-0.07375697542980833,0.10251119400624527,-0.07068057163382165,-0.12254604615707754,0.08087665975300105,0.26956224331730594
1991-01-31,-0.2848272323847682,0.533025355138878,-0.9793651259204266,-0.6481203120581592,-0.21993977097464645,-0.3114283036775422,-0.25367574126477827,0.46300687425139714,-0.15282882909413145,-0.13258989282548664,,,0.08462718865601895,-0.1941409089818338,0.2372835625293786,-0.08949148071206618,-0.1648312720510513,-0.28049429716765195,-0.10066903816441686,0.17808124820554902,-0.06788344635812844,0.380571408446903,,,-0.09828140153115354,0.4660288241730018,-0.035021896547839375,-0.11995343064587467,-0.1865729237425344,0.3461643290979004
1991-02-28,-0.9153702022060336,0.6901511799187396,0.3231386624387908,-0.6417277816110283,0.25887855644963104,0.007304979331848616,0.3624224701512647,-0.12378194982566662,0.24561021627903723,0.26969386074720225,,,-0.4194158879304935,0.09999695920611379,0.08576777715079693,0.19183035131159418,-0.23998210389796015,-0.13689046446093261,0.1658530427823559,0.1331672409667645,0.3148975589034767,0.14293138223122281,,,-0.0540616330474329,-0.13171683487436933,0.19345768219820608,0.036513726717817385,0.07816033261647631,0.17331050182009408
1991-03-31,0.6708341794485131,-0.6161525042442354,0.7960793290349596,-0.7038426471001746,-0.1756310401079562,0.06549497105973504,0.3487513885098078,0.0391022849057641,-0.25492695112490227,0.3319814099726138,,,0.1854934838568799,-0.019026234703363627,0.07935424313078722,0.20569645427046493,0.4376925489742855,0.16767199876376365,0.03458483681334155,0.030998602949513,-0.15305166960428468,0.35519464197484807,,,-0.10371869598780933,0.018950908517352195,-0.13296329212119565,0.020465611218080233,0.3210689234348539,0.29745056047637164
1991-04-30,0.2795101884111833,0.7834881937711627,0.22826899977488865,0.17485598610293113,0.20496557147350286,0.12116777741824154,0.044902288035919384,-0.05444086831474282,0.1385011433562028,0.2531479571488996,,,-0.00937685974689743,-0.005388107182784635,0.07369796778460469,0.07909936585904101,-0.10154193811194831,0.1382694939013067,0.09402145646662868,0.11929303610878617,0.057606100371318816,0.11737332119770273,,,0.008890716403635871,-0.23288241458523395,-0.23804034234508195,-0.1049598105293529,0.1454176743131444,-0.020001927884168828
1991-05-31,0.1600803611218707,-0.6400906800299274,0.3455372448403256,-0.023703623946172068,0.023582143025865657,-0.08831301355734322,0.1391406108253528,-0.1729913855093027,-0.14668699241390945,0.1886749006569993,,,-0.13195340606411582,0.08663441936753452,0.03856847709791923,-0.2616242075020971,0.07734841179652277,-0.05613488369134364,-0.07610943774000338,-0.11338017738046535,-0.017498086655680065,0.13223625517652302,,,-0.1051785246500386,0.11637930355395376,0.07085119013796666,-0.03036951954645509,0.13020885028776008,-0.012558307739281292
1991-06-30,-0.014600505870691192,-0.7643361322190514,0.5039659283985793,0.01779125266263824,0.08956455582455553,-0.019991742685188708,0.18756704222456078,0.05966583194164353,-0.12251693439488644,-0.12840260997875058,,,0.21439339015954054,-0.1574003598003128,-0.27248582808188515,0.09005991721178733,0.12774565550570532,-0.03153858416903164,-0.21357009812040034,-0.27296717568386336,-0.14600558984219494,-0.020996560873546413,,,-0.06719716002876641,-0.10601021833554476,-0.11144079027504349,0.04929725814959504,0.14136741853390777,0.06216012007734744
1991-07-31,0.709275930426217,-0.7855945597508168,0.6574235401883114,-0.5444509248503034,0.026637216331481008,0.22781293595639154,-0.05559997723203785,0.21103567622225697,-0.07303673409704758,0.10677975817320104,,,-0.07352612573695161,0.059343629966648055,0.15043534387087423,-0.07540806067909595,0.0185390867455539,0.11648453256315293,0.04937578454025193,-0.0722564194436433,-0.029660953226557072,0.14434089561473865,,,0.3500423400326491,-0.1045155598940565,-0.1657889276345223,0.12904476638428944,-0.060612926099829934,-0.03523200748735696
1991-08-31,0.8827294326487068,-0.9408331172235872,0.9138699275022546,0.7998099399608356,0.1759720254428829,-0.3000643601236282,-0.023891622216204274,0.05946316536585608,0.030428963911262364,-0.5005769825265188,,,-0.06297380117361574,0.12913129976052617,0.32057458714480613,-0.2920395882624234,-0.05873376609563733,0.061089566506130656,0.07397852729517133,0.14813004360484644,-0.07879140404482217,0.18414649787534745,,,-0.0054536369337342535,-0.1491963577606262,-0.06374960357626938,-0.06242419492161278,-0.1309418651252964,-0.046049988916837016
1991-09-30,-0.5892393670281564,-0.9123977675270462,-0.6451298436914482,-0.6415533605320547,0.2006114472689814,0.0988971473370741,0.01045452384350691,0.0009004932692368878,0.3167393581418163,0.17547438695984022,,,0.09099998299772126,0.11473236687192247,-0.055719781579067026,0.0971924396796466,0.17861329799677442,-0.03187859141244285,-0.12555364739303781,-0.11042210665632497,-0.1023210207252052,0.053742845287020884,,,-0.10578691708702359,0.09938430252981079,-0.04366172765092501,-0.03565185736827485,-0.24096063163581355,-0.030220337092124752
1991-10-31,0.2818406258696204,0.33028209814072906,0.3296954067800655,-0.4204505024290564,-0.04831718898517867,-0.07718574892567952,0.0957237448376024,0.05292941118171094,0.2178844484421626,0.015609888380972452,,,-0.023045964531389084,0.17478490221016127,-0.1246868847413899,-0.051357244234165454,0.049924568815988474,0.0473201386264848,0.04276463772782073,-0.04644521617937888,-0.010023669000667377,0.05032663570820768,,,0.30733969131100214,-0.04118612292230064,-0.2096710928167272,-0.12782734135344306,0.0027966366087203856,-0.013560485116970398
1991-11-30,0.49465972123933405,-0.38384971762475234,0.4503651697820838,0.4317312537966231,0.29898271547782596,0.19329255814627974,0.23423664246929832,0.26615495900035474,0.4658388181684499,0.12595865428738842,,,0.23016739880750076,-0.008094730827559885,0.1371679770241561,0.08411040867908243,-0.043477478706090075,0.009228890735330782,-0.029820778152101542,-0.2533848265976428,-0.054573136724676764,0.17292711537563119,,,0.03670223060212942,-0.14444968141147668,0.044477539257513056,0.0036421406317016657,0.04989881938541135,0.13649893704808747
1991-12-31,0.9191429563040928,0.22632107682858854,0.8685171791605231,0.6737605884611848,0.1135233109549215,-0.02428975820294993,0.3810682992498339,0.11549365598674928,0.34058611408062445,0.014143523213666185,,,0.00460840524887135,-0.07533276199949962,0.31911833407701173,0.04737820268228105,0.24102310058318852,0.10439992265670725,-0.2680140675440749,-0.10931301391034898,-0.30589180737354127,-0.06160667460916246,,,-0.05514148920326904,0.025002200264227687,-0.1062493135849294,-0.026629997025949065,0.18691461376069224,-0.08192337996131169
1992-01-31,0.6828405784945059,-0.20988958725979798,0.9837832616383347,0.8295216219215487,-0.12366675976175209,-0.21347450555872663,-0.12387786486385309,-0.2696141781820711,-0.10377674926990509,-0.07329186791959014,,,0.006809369819756766,-0.021798573897612417,-0.04666992693258463,-0.11499958452795851,-0.26310590116347354,-0.16201136829680166,0.11508888483855086,-0.15920553518663566,0.1871037245330403,-0.09748767743970436,,,-0.050438330910727365,0.1931737207776005,0.09735016970293835,-0.26203340206148806,-0.014370202063518729,0.08357205035641864
